"id","gl_id","label","datering_start","datering_slut","periode","materiale","keywords","beskrivelse","getty","getty_match","getty_label","fish","sortering"
"dime.find.other.firestone","dime.find.subtype.other.firestone","Ildsten · Ildslagningssten",,,"dime.period.undated","dime.material.stone",,,"http://vocab.getty.edu/aat/300024642","exact match","FIRE-MAKING AND CONTROLLING EQUIPMENT",,NULL
"dime.find.other.flint-arrow","dime.find.subtype.other.flint-arrow","Pilespids (flint)",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300024861","exact match","ARROWHEADS",,NULL
"dime.find.other.flint-arrow.flake","dime.find.subtype.other.flint-arrow.flake","Tværpil (flint)",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300024861","close match","ARROWHEADS",,NULL
"dime.find.other.flint-arrow.knapped","dime.find.subtype.other.flint-arrow.knapped","Fladehugget pilespids",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300024861","close match","ARROWHEADS",,NULL
"dime.find.other.flint-axe","dime.find.subtype.other.flint-axe","Flintøkse",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300400808","close match","AX HEADS",,NULL
"dime.find.other.flint-axe.disk","dime.find.subtype.other.flint-axe.disk","Skiveøkse (flint)",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300023604","close match","WOODWORKING AXES",,NULL
"dime.find.other.flint-axe.grinded","dime.find.subtype.other.flint-axe.grinded","Sleben flintøkse",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300400808","close match","AX HEADS",,NULL
"dime.find.other.flint-axe.un-grinded","dime.find.subtype.other.flint-axe.un-grinded","Usleben flintøkse",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300400808","close match","AX HEADS",,NULL
"dime.find.other.flint-block","dime.find.subtype.other.flint-block","Flækkeblok",,,"dime.period.stone","dime.material.flint","flint",,"http://vocab.getty.edu/aat/300011143","close match","FLINT (ROCK)",,NULL
"dime.find.other.flint-dagger","dime.find.subtype.other.flint-dagger","Flintdolk",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300024662","close match","CUTTING TOOLS",,NULL
"dime.find.other.flint-debris","dime.find.subtype.other.flint-debris","Flintafslag",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300379567","close match","LITHICS",,NULL
"dime.find.other.flint-flake","dime.find.subtype.other.flint-flake","Flintflække",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300379567","close match","LITHICS",,NULL
"dime.find.other.flint-plank","dime.find.subtype.other.flint-plank","Flintplanke",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300011143","close match","FLINT (ROCK)",,NULL
"dime.find.other.flint-tool","dime.find.subtype.other.flint-tool","Flintredskab · Skraber · Bor",,,"dime.period.stone","dime.material.flint",,,"http://vocab.getty.edu/aat/300400611","close match","CHOPPING TOOLS (PREHISTORIC CUTTING TOOLS)",,NULL
"dime.find.other.fossil","dime.find.subtype.other.fossil","Fossil",,,"dime.period.prehistoric","dime.material.stone",,,"http://vocab.getty.edu/aat/300247919","exact match","FOSSILS",,NULL
"dime.find.other.fossil.belemnite","dime.find.subtype.other.fossil.belemnite","Vættelys (forstenet)",,,"dime.period.prehistoric","dime.material.stone",,,"http://vocab.getty.edu/aat/300247919","close match","FOSSILS",,NULL
"dime.find.other.fossil.sea-urchin","dime.find.subtype.other.fossil.sea-urchin","Søpindsvin (forstenet)",,,"dime.period.prehistoric","dime.material.stone",,,"http://vocab.getty.edu/aat/300247919","close match","FOSSILS",,NULL
"dime.find.other.grindstone","ny","Hvæssesten",,,"dime.period.undated","dime.material.stone",,,"http://vocab.getty.edu/aat/300023299","exact match","whetstones",,NULL
"dime.find.other.mill-stone","dime.find.subtype.other.mill-stone","Kværnsten",,,"dime.period.undated","dime.material.stone",,,"http://vocab.getty.edu/aat/300263933","exact match","GRINDING STONES",,NULL
"dime.find.other.soap-stone","ny","Klæbersten",,,"dime.period.viking.medieval","dime.material.stone",,,"http://vocab.getty.edu/aat/300011665","exact match","soapstone (metamorphic rock)",,NULL
"dime.find.other.soap-stone.vessel","ny","Klæberstenskar",,,"dime.period.undated","dime.material.stone",,,"http://vocab.getty.edu/aat/300011665","close match","soapstone (metamorphic rock)",,NULL
"dime.find.other.stone-axe","dime.find.subtype.other.stone-axe","Bjergartsøkse",,,"dime.period.prehistoric","dime.material.stone",,,"http://vocab.getty.edu/aat/300400808","close match","AX HEADS",,NULL
"dime.find.other.stone-axe.single-grave-axe","dime.find.subtype.other.stone-axe.single-grave-axe","Enkeltgravsøkse · Stridsøkse",,,"dime.period.prehistoric","dime.material.stone",,,"http://vocab.getty.edu/aat/300400808","close match","AX HEADS",,NULL
"dime.find.other.tool-antler","dime.find.subtype.other.tool-antler","Redskab af ben, tak eller horn",,,"dime.period.prehistoric","dime.material.bone",,,"http://vocab.getty.edu/aat/300011796","exact match","ANTLER (MATERIAL)",,NULL
"dime.find.plane","ny","Del af fly (eller andet flyvende fartøj)","1800","2020","dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300216063","close match","heavier than air aircraft",,"11"
"dime.find.rawmaterial","dime.find.subtype.metal.other;","Råmateriale",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/findes ikke","close match",,,"6"
"dime.find.rawmaterial.casting","dime.find.subtype.metal.rest","Støbekegle · Støberest",,,"dime.period.undated","dime.material.unknown","støberest",,"http://vocab.getty.edu/aat/findes ikke","close match",,,NULL
"dime.find.rawmaterial.ingot","dime.find.subtype.metal.ingot;dime.find.subtype.tool.measure.ingot","Barre",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300137865","exact match","INGOT",,NULL
"dime.find.rawmaterial.slag","dime.find.subtype.metal.slag","Slagge",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300011790","close match","SLAG",,NULL
"dime.find.symbol","ny","Symbolsk genstand",,,"dime.period.undated","dime.material.unknown",,,,"bum bum dont know",,,"8"
"dime.find.symbol.cross","ny","Kors uden øsken (med øsken = ""korsformet vedhæng"")",,,"dime.period.medieval","dime.material.unknown",,,"http://vocab.getty.edu/aat/300010044","close match","crosses (motifs)",,NULL
"dime.find.symbol.crucifix","ny","Krucifix uden øsken (med øsken = ""korsformet vedhæng"")",,,"dime.period.medieval","dime.material.unknown",,,"http://vocab.getty.edu/aat/300248835","exact match","crucifixes",,NULL
"dime.find.symbol.guldgubbe","dime.find.subtype.tool.writing.guldgubbe","Guldgubbe",,,"dime.period.iron.late","dime.material.gold",,,"http://vocab.getty.edu/aat/300011021","close match"," gold (metal)",,NULL
"dime.find.symbol.lead_amulet","dime.find.subtype.tool.writing.bylamulet;dime.find.subtype.tool.writing.runebrev","Blyamulet (""runebreve"")",,,"dime.period.viking.medieval","dime.material.lead",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.symbol.miniature","ny","Symbolsk miniature genstand uden øsken (med øsken = ""hængesmykke"")",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.symbol.miniature.axe","ny","Miniatureøkse uden øsken (med øsken = ""hængesmykke"")",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.symbol.miniature.dagger","ny","Miniaturedolk uden øsken (med øsken = ""hængesmykke"")",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.symbol.miniature.shield","ny","Miniatureskjold uden øsken (med øsken = ""hængesmykke"")",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.symbol.miniature.spearhead","ny","Miniaturespyd/-lanse uden øsken (med øsken = ""hængesmykke"")",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.symbol.miniature.sword","ny","Miniaturesværd uden øsken (med øsken = ""hængesmykke"")",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.symbol.miniature.thorshammer","ny","Miniature thorshammer uden øsken (med øsken = ""hængesmykke"")","750","1066","dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.symbol.miniature.vessel","ny","Miniaturefartøj uden øsken (med øsken = ""hængesmykke"")",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.symbol.miniature.wheel","ny","Miniaturevognhjul uden øsken (med øsken = ""hængesmykke"")",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266585","close match","AMULETS",,NULL
"dime.find.tool","dime.find.class.tool;dime.find.subtype.tool.writing.unknown;dime.find.subtype.tool.house;dime.find.subtype.tool.house.cutlery;dime.find.subtype.tool.house.unknown;dime.find.subtype.tool.house.other;dime.find.subtype.tool.writing;dime.find.subtype.tool.work.unknown;dime.find.subtype.tool.other;dime.find.subtype.tool.toilet.unknown;dime.find.subtype.tool.toilet;dime.find.subtype.tool.toilet.other;dime.find.subtype.tool.work.fitting;dime.find.subtype.tool.unknown;dime.find.subtype.tool.work.other;dime.find.subtype.tool.work","Redskab/værktøj",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/",,,,"3"
"dime.find.tool.awl","ny","Syl",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024663","exact match","awls",,NULL
"dime.find.tool.axe","dime.find.subtype.military.melee.axe","Økse",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024664","close match","AXES (TOOLS)",,NULL
"dime.find.tool.axe.flat_copper",,"Flad kobberøkse",,,"dime.find.tool.axe","dime.material.copper",,,"http://vocab.getty.edu/page/aat/300024664","close match","AXES (TOOLS)",,NULL
"dime.find.tool.axe.paalstav","ny","Pålstav","-1800","-1100","dime.period.bronze.early.2","dime.material.copperalloy","økse;bronzealder",,"http://vocab.getty.edu/aat/300024664","close match","AXES (TOOLS)",,NULL
"dime.find.tool.axe.randliste","ny","Randlisteøkse","-2000","-1700","dime.period.bronze.early","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300024664","close match","AXES (TOOLS)",,NULL
"dime.find.tool.axe.shaft_hole","ny","Skafthuløkse",,,"dime.period.prehistoric","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300024664","close match","AXES (TOOLS)",,NULL
"dime.find.tool.axe.socketed","ny","Dølleøkse/Celt",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024664","close match","AXES (TOOLS)",,NULL
"dime.find.tool.book_mount",,"Bogbeslag","1067","1950","dime.period.historic","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300171585","close match","mounts (attachments)",,NULL
"dime.find.tool.book_mount.clasp","dime.find.subtype.tool.writing.clasp","Bogbeslag, spænde","1067","1950","dime.period.historic","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300171585","close match","mounts (attachments)",,NULL
"dime.find.tool.candlestick","dime.find.subtype.tool.house.light","Lysestage",,,"dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300022238","close match","TOOLS AND EQUIPMENT (HIERARCHY NAME)",,NULL
"dime.find.tool.catching","ny","Fangstredskab",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300247420","close match","traps (trapping equipment)",,NULL
"dime.find.tool.catching.fishing","ny","Fiskeredskab",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300247419","close match","equipment for fishing, hunting, and trapping",,NULL
"dime.find.tool.catching.fishing.hook","ny","Fiskekrog",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024418","exact match","fishhooks",,NULL
"dime.find.tool.catching.fishing.spear","ny","Lyster",,,"dime.period.undated","dime.material.iron",,,"http://vocab.getty.edu/aat/300037044","exact match","fishing spears",,NULL
"dime.find.tool.chisel","dime.find.subtype.tool.work.chisel","Mejsel",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024665","close match","CHISELS",,NULL
"dime.find.tool.clock","ny","Ur",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300041575","close match","clocks",,NULL
"dime.find.tool.clock.key","ny","Nøgle til ur",,,"dime.period.modern","dime.material.unknown","uroptræk",,"http://vocab.getty.edu/aat/300423300","exact match","clock key",,NULL
"dime.find.tool.coffin_mount","ny","Kistebeslag","1067","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300171585","close match","mounts (attachments)",,NULL
"dime.find.tool.comb","dime.find.subtype.tool.toilet.comb","Kam",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300236397","close match","COMBS (GROOMING TOOLS)",,NULL
"dime.find.tool.container","dime.find.subtype.tool.house.crockery","Beholder",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300042973","close match","DISHES (VESSELS FOR FOOD)",,NULL
"dime.find.tool.container.beaker","ny","Bæger",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300199747","exact match","beakers (pouring vessels)",,NULL
"dime.find.tool.container.bottle","ny","Flaske",,,"dime.period.modern","dime.material.glass",,,"http://vocab.getty.edu/aat/300045627","exact match","bottles",,NULL
"dime.find.tool.container.bottle.cap","ny","Flaskekapsel",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300420961","exact match","bottle caps ",,NULL
"dime.find.tool.container.bottle.cork","ny","Flaskeprop",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300420961","close match","bottle caps ",,NULL
"dime.find.tool.container.bowl","ny","Skål",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300203596","exact match","bowls (vessels)",,NULL
"dime.find.tool.container.bucket","ny","Spand",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300045651","exact match"," buckets (vessels)",,NULL
"dime.find.tool.container.can","ny","Dåse",,,"dime.period.modern","dime.material.aluminium",,,"http://vocab.getty.edu/aat/300045657","exact match","cans (containers)",,NULL
"dime.find.tool.container.case","ny","Etui",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300045659","exact match","cases (containers)",,NULL
"dime.find.tool.container.condom_box","ny","Kondomæske","1900","2020","dime.period.modern","dime.material.aluminium",,,"http://vocab.getty.edu/aat/300045643","close match","boxes (containers)",,NULL
"dime.find.tool.container.cup","ny","Kop · Krus",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300043202","exact match","cups (drinking vessels)",,NULL
"dime.find.tool.container.dish","ny","Fad",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300042973","exact match","dishes (vessels for food)",,NULL
"dime.find.tool.container.drinking_horn","ny","Drikkehornsbeslag","1","1066","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300043229","close match","drinking horns",,NULL
"dime.find.tool.container.goblet","ny","Pokal",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300043236","exact match","goblets",,NULL
"dime.find.tool.container.jug","ny","Kande",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300045685","exact match","jugs (vessels)",,NULL
"dime.find.tool.container.kettle","ny","Kedel",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300195349","exact match","kettles (vessels)",,NULL
"dime.find.tool.container.lid","ny","Låg",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300045712","exact match","lids (covers)",,NULL
"dime.find.tool.container.mortar","ny","Morter",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024724","exact match","mortars (grinding tools)",,NULL
"dime.find.tool.container.plate","ny","Tallerken",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300042991","exact match","plates (general, dishes)",,NULL
"dime.find.tool.container.pot","dime.find.subtype.tool.house.pot","Gryde",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300045697","exact match","pots (containers)",,NULL
"dime.find.tool.container.shrine","ny","Skrin","800","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300039006","exact match","caskets (personal gear)",,NULL
"dime.find.tool.container.shrine.lock","ny","Skrinlås",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300039006","close match","caskets (personal gear)",,NULL
"dime.find.tool.container.shrine.mount","ny","Skrinbeslag","800","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300039006","close match","caskets (personal gear)",,NULL
"dime.find.tool.container.sieve","ny","Si · Sigte",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300201088","exact match","sieves",,NULL
"dime.find.tool.container.vessel","ny","Kar",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300193015","exact match","vessels (containers)",,NULL
"dime.find.tool.drill","dime.find.subtype.tool.work.drill","Bor",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024663","exact match","AWLS",,NULL
"dime.find.tool.ear_spoon","dime.find.subtype.tool.toilet.ear","Øreske",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300238982","close match","PERSONAL EQUIPMENT",,NULL
"dime.find.tool.engine","dime.find.subtype.tool.work-engine","Maskindel/del af elektrisk apparat","1900","2020","dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300167846","close match","MACHINES (GENERAL EQUIPMENT)",,NULL
"dime.find.tool.fire_striker","dime.find.subtype.tool.house.striker","Ildstål",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266523","exact match","FIRESTEELS",,NULL
"dime.find.tool.fork","ny","Gaffel",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300043099","exact match","forks (flatware)",,NULL
"dime.find.tool.furniture","dime.find.subtype.tool.house.fixtures","Møbelbeslag",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300171585","close match","mounts (attachments)",,NULL
"dime.find.tool.furniture.handle","ny","Møbelhåndtag",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300171585","close match","mounts (attachments)",,NULL
"dime.find.tool.furniture.mount","ny","Møbelpyntebeslag",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300171585","close match","mounts (attachments)",,NULL
"dime.find.tool.glasses","ny","Briller",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300236409","exact match","SPECTACLES (EYEGLASSES)",,NULL
"dime.find.tool.hammer","dime.find.subtype.tool.work.hammer","Hammer",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024823","exact match","HAMMERS (TOOLS)",,NULL
"dime.find.tool.hand_sickle","ny","Segl",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300264860","exact match","sickles",,NULL
"dime.find.tool.hook","ny","Knage",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300298924","exact match","wall hooks (clothing)",,NULL
"dime.find.tool.knife","dime.find.subtype.tool.work.knife;dime.find.subtype.tool.house.knife","Kniv",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024668","exact match","knives",,NULL
"dime.find.tool.knife.blade","ny","Knivklinge",,,"dime.period.undated","dime.material.unknown","knivblad",,"http://vocab.getty.edu/aat/300024917","close match","blades (tool and equipment components)",,NULL
"dime.find.tool.knife.hilt","ny","Knivhjalte",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300037119","exact match","hilts",,NULL
"dime.find.tool.knife.mount","ny","Knivskedebeslag",,,"dime.period.viking.medieval","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300198733","close match","sheaths (cases)",,NULL
"dime.find.tool.knife.mount.vendisk","ny","Knivskedebeslag, ombukket blik","1000","1200","dime.period.viking.medieval","dime.material.copperalloy","vendisk",,"http://vocab.getty.edu/aat/300198733","close match","sheaths (cases)",,NULL
"dime.find.tool.knife.pommel","ny","Grebendebeslag, kniv ",,,"dime.period.historic","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300037126","close match","pommels (handles)",,NULL
"dime.find.tool.knife.razor","dime.find.subtype.tool.toilet.razor","Ragekniv",,,"dime.period.bronze.late","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300236438","close match","RAZORS",,NULL
"dime.find.tool.knife.table","ny","Spisekniv",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024668","exact match","knives",,NULL
"dime.find.tool.lamp","ny","Lampe",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300037592","exact match","lamps (lighting devices)",,NULL
"dime.find.tool.lead_seal","dime.find.subtype.tool.writing.seal","Plombe","1067","1950","dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300028877","exact match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.administrative","ny","Plombe, forvaltning","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.administrative.duty","ny","Plombe, told","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.administrative.railway","ny","Plombe, jernbane","1800","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.administrative.tax","ny","Plombe, skat","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods",,"Plombe, handelsvare","1067","1950","dime.period.historic","dime.material.lead","løsgods",,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods.agricultural","ny","Plombe, foderstof, såsæd el. gødning","1067","1950","dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods.cloth","dime.find.subtype.tool.textile.cloth-seal","Plombe, klæde","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods.flour","ny","Plombe, mel","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods.salt","ny","Plombe, salt","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
